,brawlername,event.mode,event.map,d,n,y,total_games,winrate,total_games_map,userate,percentile_quadrant
1541,LEON,hotZone,Dueling Beetles,0,118,98,216,0.4537037037037037,32208,0.0067064083457526085,Q3
1542,LEON,hotZone,Open Zone,0,119,99,218,0.4541284403669725,17556,0.01241740715424926,Q2
1543,LEON,hotZone,Parallel Plays,1,58,105,164,0.6402439024390244,4602,0.035636679704476315,Q1
1544,LEON,hotZone,Quarter Pounder,0,136,85,221,0.38461538461538464,34110,0.006479038405159778,Q3
1545,LEON,hotZone,Ring of Fire,0,157,176,333,0.5285285285285285,24894,0.013376717281272595,Q1
1546,LEON,hotZone,Split,1,73,35,109,0.3211009174311927,29244,0.0037272602927096157,Q3
1547,LEON,knockout,Belle's Rock,0,527,414,941,0.4399574920297556,54234,0.017350739388575433,Q2
1548,LEON,knockout,Flaring Phoenix,0,250,171,421,0.40617577197149646,20676,0.020361772102921262,Q2
1549,LEON,knockout,Goldarm Gulch,1,104,55,160,0.34375,6720,0.023809523809523808,Q2
1550,LEON,knockout,New Perspective,0,485,322,807,0.3990086741016109,32994,0.024458992544098928,Q2
1551,LEON,knockout,Out in the Open,0,553,362,915,0.39562841530054643,51246,0.017855052101627446,Q2
1552,LEON,knockout,Riverside,0,307,170,477,0.35639412997903563,31974,0.014918371176580972,Q2
1553,LEON,knockout,X Marks the Spot,0,431,364,795,0.4578616352201258,43602,0.018233108573001238,Q2
1554,LOLA,bounty,Canal Grande,0,7,7,14,0.5,20526,0.0006820617753093638,Q4
1555,LOLA,bounty,Dry Season,0,38,56,94,0.5957446808510638,29460,0.003190767141887305,Q4
1556,LOLA,bounty,Excel,0,10,3,13,0.23076923076923078,17316,0.0007507507507507507,Q3
1557,LOLA,bounty,Hideout,0,20,22,42,0.5238095238095238,11538,0.003640145605824233,Q4
1558,LOLA,bounty,Layer Cake,0,16,16,32,0.5,19848,0.0016122531237404273,Q4
1559,LOLA,bounty,Shooting Star,0,33,43,76,0.5657894736842105,21186,0.0035872746153119985,Q4
1560,LOLA,bounty,Temple Ruins,0,22,18,40,0.45,7824,0.005112474437627812,Q3
1561,LOLA,brawlBall,Backyard Bowl,42,657,904,1603,0.5639426076107299,133578,0.012000479120813307,Q1
1562,LOLA,brawlBall,Beach Ball,5,106,121,232,0.521551724137931,88080,0.002633969118982743,Q4
1563,LOLA,brawlBall,Center Stage,8,176,197,381,0.5170603674540682,170286,0.0022374123533349774,Q4
1564,LOLA,brawlBall,Pinhole Punt,20,486,735,1241,0.5922643029814666,154962,0.00800841496624979,Q4
1565,LOLA,brawlBall,Sneaky Fields,2,110,87,199,0.4371859296482412,118884,0.0016739006089970055,Q3
1566,LOLA,brawlBall,Sunny Soccer,2,74,97,173,0.5606936416184971,74093,0.0023349034321730796,Q4
1567,LOLA,brawlBall,Super Beach,10,278,353,641,0.5507020280811232,199884,0.003206859978787697,Q4
1568,LOLA,gemGrab,Crystal Arcade,0,61,57,118,0.4830508474576271,29454,0.004006247029265974,Q4
1569,LOLA,gemGrab,Deep Diner,0,74,140,214,0.6542056074766355,42288,0.0050605372682557695,Q4
1570,LOLA,gemGrab,Double Swoosh,0,87,133,220,0.6045454545454545,51096,0.004305620792234226,Q4
1571,LOLA,gemGrab,Gem Fort,0,47,54,101,0.5346534653465347,18906,0.005342219401248281,Q4
1572,LOLA,gemGrab,Hard Rock Mine,0,127,164,291,0.563573883161512,52902,0.005500737212203698,Q4
1573,LOLA,gemGrab,Minecart Madness,1,163,287,451,0.6363636363636364,40818,0.011049046989073448,Q1
1574,LOLA,gemGrab,Undermine,0,76,102,178,0.5730337078651685,33870,0.005255388249188072,Q4
1575,LOLA,heist,Bridge Too Far,4,799,1013,1816,0.5578193832599119,45486,0.039924372334344635,Q1
1576,LOLA,heist,Hot Potato,0,64,72,136,0.5294117647058824,19140,0.007105538140020898,Q4
1577,LOLA,heist,Kaboom Canyon,1,148,305,454,0.6718061674008811,12288,0.036946614583333336,Q1
1578,LOLA,heist,Pit Stop,0,12,2,14,0.14285714285714285,22482,0.0006227203985410551,Q3
1579,LOLA,heist,Safe Zone,3,190,262,455,0.5758241758241758,26196,0.01736906397923347,Q1
1580,LOLA,heist,Snaked Assault,1,149,212,362,0.585635359116022,27510,0.013158851326790257,Q1
1581,LOLA,heist,Tornado Ring,0,63,46,109,0.42201834862385323,28224,0.0038619614512471656,Q3
1582,LOLA,hotZone,Controller Chaos,0,41,46,87,0.5287356321839081,19152,0.0045426065162907266,Q4
1583,LOLA,hotZone,Dueling Beetles,0,87,129,216,0.5972222222222222,32208,0.0067064083457526085,Q4
1584,LOLA,hotZone,Open Zone,0,176,257,433,0.5935334872979214,17556,0.024663932558669402,Q1
1585,LOLA,hotZone,Parallel Plays,0,8,5,13,0.38461538461538464,4602,0.002824858757062147,Q3
1586,LOLA,hotZone,Quarter Pounder,2,114,252,368,0.6847826086956522,34110,0.010788625036646144,Q1
1587,LOLA,hotZone,Ring of Fire,0,122,163,285,0.5719298245614035,24894,0.011448541817305374,Q1
1588,LOLA,hotZone,Split,0,18,20,38,0.5263157894736842,29244,0.0012994118451648202,Q4
1589,LOLA,knockout,Belle's Rock,0,34,32,66,0.48484848484848486,54234,0.001216948777519637,Q4
1590,LOLA,knockout,Flaring Phoenix,0,23,33,56,0.5892857142857143,20676,0.0027084542464693366,Q4
1591,LOLA,knockout,Goldarm Gulch,0,13,13,26,0.5,6720,0.003869047619047619,Q4
1592,LOLA,knockout,New Perspective,0,34,27,61,0.4426229508196721,32994,0.001848820997757168,Q3
1593,LOLA,knockout,Out in the Open,0,86,76,162,0.4691358024691358,51246,0.003161222339304531,Q3
1594,LOLA,knockout,Riverside,0,70,80,150,0.5333333333333333,31974,0.0046913116907487335,Q4
1595,LOLA,knockout,X Marks the Spot,0,56,56,112,0.5,43602,0.0025686895096555203,Q4
1596,LOU,bounty,Canal Grande,0,24,22,46,0.4782608695652174,20526,0.0022410601188736236,Q4
1597,LOU,bounty,Dry Season,0,15,14,29,0.4827586206896552,29460,0.0009843856076035302,Q4
1598,LOU,bounty,Excel,0,15,13,28,0.4642857142857143,17316,0.001617001617001617,Q3
1599,LOU,bounty,Hideout,0,2,2,4,0.5,11538,0.0003466805338880222,Q4
1600,LOU,bounty,Layer Cake,0,8,12,20,0.6,19848,0.001007658202337767,Q4
1601,LOU,bounty,Shooting Star,0,8,11,19,0.5789473684210527,21186,0.0008968186538279996,Q4
1602,LOU,bounty,Temple Ruins,0,16,11,27,0.4074074074074074,7824,0.003450920245398773,Q3
1603,LOU,brawlBall,Backyard Bowl,20,330,421,771,0.5460440985732814,133578,0.00577190854781476,Q4
1604,LOU,brawlBall,Beach Ball,7,281,367,655,0.5603053435114503,88080,0.007436421435059037,Q4
1605,LOU,brawlBall,Center Stage,25,446,713,1184,0.6021959459459459,170286,0.006953008468106597,Q4
1606,LOU,brawlBall,Pinhole Punt,18,529,702,1249,0.5620496397117695,154962,0.008060040526064455,Q4
1607,LOU,brawlBall,Sneaky Fields,19,390,487,896,0.5435267857142857,118884,0.00753675852091114,Q4
1608,LOU,brawlBall,Sunny Soccer,9,266,317,592,0.535472972972973,74093,0.007989958565586493,Q4
1609,LOU,brawlBall,Super Beach,28,678,1016,1722,0.5900116144018583,199884,0.00861499669808489,Q4
1610,LOU,gemGrab,Crystal Arcade,0,53,52,105,0.49523809523809526,29454,0.003564880831126502,Q4
1611,LOU,gemGrab,Deep Diner,0,118,110,228,0.4824561403508772,42288,0.005391600454029512,Q4
1612,LOU,gemGrab,Double Swoosh,0,101,68,169,0.40236686390532544,51096,0.003307499608579928,Q3
1613,LOU,gemGrab,Gem Fort,0,38,29,67,0.43283582089552236,18906,0.003543848513699355,Q3
1614,LOU,gemGrab,Hard Rock Mine,0,75,66,141,0.46808510638297873,52902,0.002665305659521379,Q3
1615,LOU,gemGrab,Minecart Madness,0,132,156,288,0.5416666666666666,40818,0.00705571071586065,Q4
1616,LOU,gemGrab,Undermine,0,55,66,121,0.5454545454545454,33870,0.003572483023324476,Q4
1617,LOU,heist,Bridge Too Far,0,45,50,95,0.5263157894736842,45486,0.0020885547201336674,Q4
1618,LOU,heist,Hot Potato,0,11,4,15,0.26666666666666666,19140,0.0007836990595611285,Q3
1619,LOU,heist,Kaboom Canyon,1,12,14,27,0.5185185185185185,12288,0.002197265625,Q4
1620,LOU,heist,Pit Stop,0,8,2,10,0.2,22482,0.00044480028467218217,Q3
1621,LOU,heist,Safe Zone,0,25,7,32,0.21875,26196,0.0012215605435944418,Q3
1622,LOU,heist,Snaked Assault,0,10,5,15,0.3333333333333333,27510,0.0005452562704471102,Q3
1623,LOU,heist,Tornado Ring,1,15,14,30,0.4666666666666667,28224,0.0010629251700680273,Q3
1624,LOU,hotZone,Controller Chaos,0,221,361,582,0.6202749140893471,19152,0.03038847117794486,Q1
1625,LOU,hotZone,Dueling Beetles,1,914,1614,2529,0.638196915776987,32208,0.07852086438152012,Q1
1626,LOU,hotZone,Open Zone,0,168,216,384,0.5625,17556,0.021872863978127138,Q1
1627,LOU,hotZone,Parallel Plays,0,16,16,32,0.5,4602,0.006953498478922208,Q4
1628,LOU,hotZone,Quarter Pounder,3,258,420,681,0.6167400881057269,34110,0.01996481970096746,Q1
1629,LOU,hotZone,Ring of Fire,4,641,930,1575,0.5904761904761905,24894,0.06326825741142444,Q1
1630,LOU,hotZone,Split,0,67,61,128,0.4765625,29244,0.004376966215292026,Q4
1631,LOU,knockout,Belle's Rock,0,34,23,57,0.40350877192982454,54234,0.0010510012169487775,Q3
1632,LOU,knockout,Flaring Phoenix,0,20,11,31,0.3548387096774194,20676,0.0014993228864383827,Q3
1633,LOU,knockout,Goldarm Gulch,0,5,3,8,0.375,6720,0.0011904761904761906,Q3
1634,LOU,knockout,New Perspective,0,28,23,51,0.45098039215686275,32994,0.0015457355882887798,Q3
1635,LOU,knockout,Out in the Open,1,50,30,81,0.37037037037037035,51246,0.0015806111696522655,Q3
1636,LOU,knockout,Riverside,0,31,13,44,0.29545454545454547,31974,0.0013761180959529617,Q3
1637,LOU,knockout,X Marks the Spot,0,33,27,60,0.45,43602,0.001376083665886886,Q3
1638,MANDY,bounty,Canal Grande,0,231,361,592,0.6097972972972973,20526,0.028841469355938808,Q1
1639,MANDY,bounty,Dry Season,0,853,1359,2212,0.614376130198915,29460,0.07508486082824169,Q1
1640,MANDY,bounty,Excel,0,223,350,573,0.6108202443280978,17316,0.03309078309078309,Q1
1641,MANDY,bounty,Hideout,0,241,556,797,0.6976160602258469,11538,0.06907609637718842,Q1
1642,MANDY,bounty,Layer Cake,0,239,356,595,0.5983193277310924,19848,0.02997783151954857,Q1
1643,MANDY,bounty,Shooting Star,0,570,953,1523,0.6257386736703874,21186,0.07188709525158123,Q1
1644,MANDY,bounty,Temple Ruins,0,105,179,284,0.6302816901408451,7824,0.036298568507157465,Q1
1645,MANDY,brawlBall,Backyard Bowl,146,2059,3122,5327,0.5860709592641261,133578,0.03987932144514815,Q1
1646,MANDY,brawlBall,Beach Ball,37,643,1154,1834,0.6292257360959651,88080,0.020821980018165303,Q1
1647,MANDY,brawlBall,Center Stage,47,1217,1879,3143,0.597836461979001,170286,0.01845718379667148,Q1
1648,MANDY,brawlBall,Pinhole Punt,59,1495,2330,3884,0.5998970133882595,154962,0.025064209290019488,Q1
1649,MANDY,brawlBall,Sneaky Fields,20,697,1092,1809,0.603648424543947,118884,0.015216513576259211,Q1
1650,MANDY,brawlBall,Sunny Soccer,27,625,1032,1684,0.6128266033254157,74093,0.022728192946702117,Q1
1651,MANDY,brawlBall,Super Beach,43,1428,2407,3878,0.6206807632800413,199884,0.019401252726581417,Q1
1652,MANDY,gemGrab,Crystal Arcade,0,283,448,731,0.612859097127223,29454,0.024818360833842604,Q1
1653,MANDY,gemGrab,Deep Diner,0,430,672,1102,0.6098003629764065,42288,0.026059402194475976,Q1
1654,MANDY,gemGrab,Double Swoosh,0,368,475,843,0.5634638196915777,51096,0.01649835603569751,Q1
1655,MANDY,gemGrab,Gem Fort,0,157,188,345,0.5449275362318841,18906,0.01824817518248175,Q1
1656,MANDY,gemGrab,Hard Rock Mine,0,440,639,1079,0.5922150139017609,52902,0.02039620430229481,Q1
1657,MANDY,gemGrab,Minecart Madness,0,674,1136,1810,0.6276243093922652,40818,0.04434318192954089,Q1
1658,MANDY,gemGrab,Undermine,0,287,455,742,0.6132075471698113,33870,0.021907292589312077,Q1
1659,MANDY,heist,Bridge Too Far,5,1060,1265,2330,0.5429184549356223,45486,0.05122455260959416,Q1
1660,MANDY,heist,Hot Potato,0,70,88,158,0.5569620253164557,19140,0.008254963427377221,Q4
1661,MANDY,heist,Kaboom Canyon,0,109,214,323,0.6625386996904025,12288,0.026285807291666668,Q1
1662,MANDY,heist,Pit Stop,1,12,12,25,0.48,22482,0.0011120007116804554,Q4
1663,MANDY,heist,Safe Zone,5,370,371,746,0.4973190348525469,26196,0.028477630172545426,Q1
1664,MANDY,heist,Snaked Assault,1,70,99,170,0.5823529411764706,27510,0.0061795710650672485,Q4
1665,MANDY,heist,Tornado Ring,2,92,100,194,0.5154639175257731,28224,0.006873582766439909,Q4
1666,MANDY,hotZone,Controller Chaos,0,73,77,150,0.5133333333333333,19152,0.007832080200501253,Q4
1667,MANDY,hotZone,Dueling Beetles,0,139,194,333,0.5825825825825826,32208,0.010339046199701937,Q1
1668,MANDY,hotZone,Open Zone,0,152,241,393,0.6132315521628499,17556,0.02238550922761449,Q1
1669,MANDY,hotZone,Parallel Plays,0,23,45,68,0.6617647058823529,4602,0.01477618426770969,Q1
1670,MANDY,hotZone,Quarter Pounder,1,142,151,294,0.5136054421768708,34110,0.008619173262972735,Q4
1671,MANDY,hotZone,Ring of Fire,2,131,146,279,0.5232974910394266,24894,0.011207519884309472,Q1
1672,MANDY,hotZone,Split,0,63,96,159,0.6037735849056604,29244,0.0054370127205580635,Q4
1673,MANDY,knockout,Belle's Rock,1,1344,2030,3375,0.6014814814814815,54234,0.062230335214072355,Q1
1674,MANDY,knockout,Flaring Phoenix,1,591,867,1459,0.5942426319396847,20676,0.07056490617140646,Q1
1675,MANDY,knockout,Goldarm Gulch,0,148,273,421,0.6484560570071259,6720,0.06264880952380952,Q1
1676,MANDY,knockout,New Perspective,2,805,1195,2002,0.596903096903097,32994,0.06067769897557131,Q1
1677,MANDY,knockout,Out in the Open,6,1405,2040,3451,0.5911330049261084,51246,0.06734184131444405,Q1
1678,MANDY,knockout,Riverside,1,1136,1751,2888,0.6063019390581718,31974,0.09032338775254894,Q1
1679,MANDY,knockout,X Marks the Spot,6,1209,1686,2901,0.5811789038262668,43602,0.06653364524563093,Q1
1680,MAX,bounty,Canal Grande,0,61,74,135,0.5481481481481482,20526,0.006577024261911721,Q4
1681,MAX,bounty,Dry Season,0,310,286,596,0.4798657718120805,29460,0.02023082145281738,Q1
1682,MAX,bounty,Excel,0,93,107,200,0.535,17316,0.01155001155001155,Q1
1683,MAX,bounty,Hideout,0,199,220,419,0.5250596658711217,11538,0.036314785924770325,Q1
1684,MAX,bounty,Layer Cake,0,113,165,278,0.5935251798561151,19848,0.014006449012494962,Q1
1685,MAX,bounty,Shooting Star,0,338,311,649,0.47919876733436056,21186,0.03063343717549325,Q1
1686,MAX,bounty,Temple Ruins,0,81,77,158,0.4873417721518987,7824,0.020194274028629857,Q1
1687,MAX,brawlBall,Backyard Bowl,119,2841,2973,5933,0.5010955671666948,133578,0.04441599664615431,Q1
1688,MAX,brawlBall,Beach Ball,40,1150,1363,2553,0.5338817077947513,88080,0.028985013623978203,Q1
1689,MAX,brawlBall,Center Stage,37,1559,1763,3359,0.5248585888657339,170286,0.01972563804423147,Q1
1690,MAX,brawlBall,Pinhole Punt,65,2520,2662,5247,0.5073375262054507,154962,0.03385991404344291,Q1
1691,MAX,brawlBall,Sneaky Fields,14,1144,1380,2538,0.5437352245862884,118884,0.021348541435348742,Q1
1692,MAX,brawlBall,Sunny Soccer,19,874,970,1863,0.5206655931293612,74093,0.025144075688661546,Q1
1693,MAX,brawlBall,Super Beach,78,2637,2894,5609,0.5159564984845784,199884,0.02806127553981309,Q1
1694,MAX,gemGrab,Crystal Arcade,0,323,413,736,0.561141304347826,29454,0.024988117063896247,Q1
1695,MAX,gemGrab,Deep Diner,0,407,408,815,0.5006134969325153,42288,0.019272606886114263,Q1
1696,MAX,gemGrab,Double Swoosh,0,370,367,737,0.49796472184531887,51096,0.014423829653984655,Q1
1697,MAX,gemGrab,Gem Fort,0,141,168,309,0.5436893203883495,18906,0.01634401777213583,Q1
1698,MAX,gemGrab,Hard Rock Mine,0,594,622,1216,0.5115131578947368,52902,0.02298589845374466,Q1
1699,MAX,gemGrab,Minecart Madness,0,431,496,927,0.535059331175836,40818,0.022710568866676467,Q1
1700,MAX,gemGrab,Undermine,0,284,355,639,0.5555555555555556,33870,0.01886625332152347,Q1
1701,MAX,heist,Bridge Too Far,1,901,918,1820,0.5043956043956044,45486,0.040012311480455524,Q1
1702,MAX,heist,Hot Potato,0,55,47,102,0.46078431372549017,19140,0.005329153605015674,Q3
1703,MAX,heist,Kaboom Canyon,1,143,196,340,0.5764705882352941,12288,0.027669270833333332,Q1
1704,MAX,heist,Pit Stop,0,54,40,94,0.425531914893617,22482,0.004181122675918513,Q3
1705,MAX,heist,Safe Zone,1,313,361,675,0.5348148148148149,26196,0.025767292716445258,Q1
1706,MAX,heist,Snaked Assault,0,171,225,396,0.5681818181818182,27510,0.014394765539803707,Q1
1707,MAX,heist,Tornado Ring,0,91,73,164,0.4451219512195122,28224,0.005810657596371882,Q3
1708,MAX,hotZone,Controller Chaos,0,77,79,156,0.5064102564102564,19152,0.008145363408521303,Q4
1709,MAX,hotZone,Dueling Beetles,0,161,171,332,0.5150602409638554,32208,0.010307998012916045,Q1
1710,MAX,hotZone,Open Zone,0,271,237,508,0.46653543307086615,17556,0.028935976304397357,Q2
1711,MAX,hotZone,Parallel Plays,0,16,9,25,0.36,4602,0.005432420686657975,Q3
1712,MAX,hotZone,Quarter Pounder,0,231,277,508,0.5452755905511811,34110,0.014892993257109351,Q1
1713,MAX,hotZone,Ring of Fire,0,169,100,269,0.37174721189591076,24894,0.010805816662649634,Q2
1714,MAX,hotZone,Split,0,44,28,72,0.3888888888888889,29244,0.0024620434961017644,Q3
1715,MAX,knockout,Belle's Rock,0,345,344,689,0.49927431059506533,54234,0.012704207692591363,Q1
1716,MAX,knockout,Flaring Phoenix,0,64,61,125,0.488,20676,0.006045656800154769,Q4
1717,MAX,knockout,Goldarm Gulch,0,28,38,66,0.5757575757575758,6720,0.009821428571428571,Q1
1718,MAX,knockout,New Perspective,0,205,132,337,0.3916913946587537,32994,0.010213978299084683,Q2
1719,MAX,knockout,Out in the Open,1,409,309,719,0.4297635605006954,51246,0.014030363345431838,Q2
1720,MAX,knockout,Riverside,0,207,185,392,0.4719387755102041,31974,0.012259961218490023,Q2
1721,MAX,knockout,X Marks the Spot,1,313,259,573,0.45200698080279234,43602,0.01314159900921976,Q2
1722,MEG,bounty,Canal Grande,0,5,2,7,0.2857142857142857,20526,0.0003410308876546819,Q3
1723,MEG,bounty,Dry Season,0,25,20,45,0.4444444444444444,29460,0.0015274949083503055,Q3
1724,MEG,bounty,Excel,0,3,9,12,0.75,17316,0.000693000693000693,Q4
1725,MEG,bounty,Hideout,0,10,6,16,0.375,11538,0.0013867221355520888,Q3
1726,MEG,bounty,Layer Cake,0,11,14,25,0.56,19848,0.0012595727529222088,Q4
1727,MEG,bounty,Shooting Star,0,20,31,51,0.6078431372549019,21186,0.002407250070801473,Q4
1728,MEG,bounty,Temple Ruins,0,13,12,25,0.48,7824,0.0031952965235173825,Q4
1729,MEG,brawlBall,Backyard Bowl,36,652,922,1610,0.5726708074534161,133578,0.012052882959768824,Q1
1730,MEG,brawlBall,Beach Ball,5,163,220,388,0.5670103092783505,88080,0.004405086285195277,Q4
1731,MEG,brawlBall,Center Stage,2,178,183,363,0.5041322314049587,170286,0.002131707832704979,Q4
1732,MEG,brawlBall,Pinhole Punt,14,436,570,1020,0.5588235294117647,154962,0.006582258876369691,Q4
1733,MEG,brawlBall,Sneaky Fields,1,84,105,190,0.5526315789473685,118884,0.0015981965613539248,Q4
1734,MEG,brawlBall,Sunny Soccer,2,75,100,177,0.5649717514124294,74093,0.002388889638697313,Q4
1735,MEG,brawlBall,Super Beach,5,228,295,528,0.5587121212121212,199884,0.0026415320886113945,Q4
1736,MEG,gemGrab,Crystal Arcade,0,64,64,128,0.5,29454,0.00434575948937326,Q4
1737,MEG,gemGrab,Deep Diner,0,73,111,184,0.6032608695652174,42288,0.004351116155883465,Q4
1738,MEG,gemGrab,Double Swoosh,0,81,100,181,0.5524861878453039,51096,0.003542351651792704,Q4
1739,MEG,gemGrab,Gem Fort,0,42,37,79,0.46835443037974683,18906,0.004178567650481329,Q3
1740,MEG,gemGrab,Hard Rock Mine,0,97,101,198,0.51010101010101,52902,0.00374276964954066,Q4
1741,MEG,gemGrab,Minecart Madness,0,170,344,514,0.669260700389105,40818,0.012592483708167965,Q1
1742,MEG,gemGrab,Undermine,0,61,81,142,0.5704225352112676,33870,0.004192500738116327,Q4
1743,MEG,heist,Bridge Too Far,3,271,425,699,0.6080114449213162,45486,0.015367365782878247,Q1
1744,MEG,heist,Hot Potato,0,14,10,24,0.4166666666666667,19140,0.0012539184952978057,Q3
1745,MEG,heist,Kaboom Canyon,0,38,99,137,0.7226277372262774,12288,0.011149088541666666,Q1
1746,MEG,heist,Safe Zone,0,57,75,132,0.5681818181818182,26196,0.005038937242327073,Q4
1747,MEG,heist,Snaked Assault,0,21,16,37,0.43243243243243246,27510,0.0013449654671028716,Q3
1748,MEG,heist,Tornado Ring,1,25,21,47,0.44680851063829785,28224,0.001665249433106576,Q3
1749,MEG,hotZone,Controller Chaos,0,111,153,264,0.5795454545454546,19152,0.013784461152882205,Q1
1750,MEG,hotZone,Dueling Beetles,0,464,1002,1466,0.6834924965893588,32208,0.04551664182811724,Q1
1751,MEG,hotZone,Open Zone,0,393,819,1212,0.6757425742574258,17556,0.06903622693096377,Q1
1752,MEG,hotZone,Parallel Plays,0,7,4,11,0.36363636363636365,4602,0.0023902651021295088,Q3
1753,MEG,hotZone,Quarter Pounder,3,362,892,1257,0.7096260938743039,34110,0.03685136323658751,Q1
1754,MEG,hotZone,Ring of Fire,1,372,666,1039,0.6410009624639076,24894,0.04173696473045714,Q1
1755,MEG,hotZone,Split,0,19,15,34,0.4411764705882353,29244,0.0011626316509369442,Q3
1756,MEG,knockout,Belle's Rock,0,27,36,63,0.5714285714285714,54234,0.0011616329239960172,Q4
1757,MEG,knockout,Flaring Phoenix,0,9,11,20,0.55,20676,0.000967305088024763,Q4
1758,MEG,knockout,Goldarm Gulch,0,4,2,6,0.3333333333333333,6720,0.0008928571428571428,Q3
1759,MEG,knockout,New Perspective,0,27,32,59,0.5423728813559322,32994,0.0017882039158634902,Q4
1760,MEG,knockout,Out in the Open,0,61,65,126,0.5158730158730159,51246,0.0024587284861257463,Q4
1761,MEG,knockout,Riverside,0,52,52,104,0.5,31974,0.003252642772252455,Q4
1762,MEG,knockout,X Marks the Spot,0,35,58,93,0.6236559139784946,43602,0.002132929682124673,Q4
1763,MORTIS,bounty,Canal Grande,0,329,200,529,0.3780718336483932,20526,0.025772191367046674,Q2
1764,MORTIS,bounty,Dry Season,0,976,932,1908,0.48846960167714887,29460,0.06476578411405295,Q1
1765,MORTIS,bounty,Excel,0,948,961,1909,0.5034049240440021,17316,0.11024486024486024,Q1
1766,MORTIS,bounty,Hideout,0,329,315,644,0.4891304347826087,11538,0.05581556595597157,Q1
1767,MORTIS,bounty,Layer Cake,0,1020,965,1985,0.48614609571788414,19848,0.10001007658202338,Q1
1768,MORTIS,bounty,Shooting Star,0,343,329,672,0.4895833333333333,21186,0.03171905975644294,Q1
1769,MORTIS,bounty,Temple Ruins,0,247,225,472,0.4766949152542373,7824,0.06032719836400818,Q1
1770,MORTIS,brawlBall,Backyard Bowl,173,7086,5501,12760,0.43111285266457683,133578,0.09552471215319888,Q2
1771,MORTIS,brawlBall,Beach Ball,93,4640,3510,8243,0.4258158437462089,88080,0.09358537693006358,Q2
1772,MORTIS,brawlBall,Center Stage,124,7483,5556,13163,0.4220922282154524,170286,0.0772993669473709,Q2
1773,MORTIS,brawlBall,Pinhole Punt,129,8852,6706,15687,0.427487728692548,154962,0.10123126960157974,Q2
1774,MORTIS,brawlBall,Sneaky Fields,74,4863,3443,8380,0.41085918854415276,118884,0.07048887991655732,Q2
1775,MORTIS,brawlBall,Sunny Soccer,65,3845,2866,6776,0.4229634002361275,74093,0.0914526338520508,Q2
1776,MORTIS,brawlBall,Super Beach,205,10913,8229,19347,0.4253372615909443,199884,0.09679113886053911,Q2
1777,MORTIS,gemGrab,Crystal Arcade,0,802,574,1376,0.4171511627906977,29454,0.04671691451076254,Q2
1778,MORTIS,gemGrab,Deep Diner,0,1372,958,2330,0.4111587982832618,42288,0.055098373060915626,Q2
1779,MORTIS,gemGrab,Double Swoosh,0,1246,908,2154,0.4215413184772516,51096,0.04215594175669328,Q2
1780,MORTIS,gemGrab,Gem Fort,0,579,392,971,0.40370751802265703,18906,0.0513593568179414,Q2
1781,MORTIS,gemGrab,Hard Rock Mine,0,1660,1273,2933,0.4340265939311285,52902,0.05544213829344826,Q2
1782,MORTIS,gemGrab,Minecart Madness,0,929,799,1728,0.46238425925925924,40818,0.0423342642951639,Q2
1783,MORTIS,gemGrab,Undermine,0,1021,753,1774,0.42446448703494927,33870,0.05237673457336876,Q2
1784,MORTIS,heist,Bridge Too Far,0,44,7,51,0.13725490196078433,45486,0.0011212241129138637,Q3
1785,MORTIS,heist,Hot Potato,0,21,7,28,0.25,19140,0.0014629049111807733,Q3
1786,MORTIS,heist,Kaboom Canyon,0,18,4,22,0.18181818181818182,12288,0.0017903645833333333,Q3
1787,MORTIS,heist,Pit Stop,0,12,2,14,0.14285714285714285,22482,0.0006227203985410551,Q3
1788,MORTIS,heist,Safe Zone,0,27,7,34,0.20588235294117646,26196,0.0012979080775690946,Q3
1789,MORTIS,heist,Snaked Assault,0,21,9,30,0.3,27510,0.0010905125408942203,Q3
1790,MORTIS,heist,Tornado Ring,0,42,5,47,0.10638297872340426,28224,0.001665249433106576,Q3
1791,MORTIS,hotZone,Controller Chaos,0,140,105,245,0.42857142857142855,19152,0.012792397660818713,Q2
1792,MORTIS,hotZone,Dueling Beetles,1,337,276,614,0.4495114006514658,32208,0.019063586686537508,Q2
1793,MORTIS,hotZone,Open Zone,0,106,33,139,0.23741007194244604,17556,0.007917521075415813,Q3
1794,MORTIS,hotZone,Parallel Plays,0,33,25,58,0.43103448275862066,4602,0.012603215993046502,Q2
1795,MORTIS,hotZone,Quarter Pounder,0,210,147,357,0.4117647058823529,34110,0.010466138962181178,Q2
1796,MORTIS,hotZone,Ring of Fire,0,140,95,235,0.40425531914893614,24894,0.009440025709006187,Q2
1797,MORTIS,hotZone,Split,0,183,108,291,0.3711340206185567,29244,0.009950759130077964,Q2
1798,MORTIS,knockout,Belle's Rock,0,1343,1265,2608,0.48504601226993865,54234,0.04808791532986687,Q1
1799,MORTIS,knockout,Flaring Phoenix,3,912,895,1810,0.494475138121547,20676,0.08754111046624105,Q1
1800,MORTIS,knockout,Goldarm Gulch,1,136,105,242,0.43388429752066116,6720,0.03601190476190476,Q2
1801,MORTIS,knockout,New Perspective,3,1080,1177,2260,0.5207964601769911,32994,0.06849730253985573,Q1
1802,MORTIS,knockout,Out in the Open,4,942,747,1693,0.4412285883047844,51246,0.033036724817546735,Q2
1803,MORTIS,knockout,Riverside,0,186,80,266,0.3007518796992481,31974,0.008319259398261086,Q3
